num_distr,mouse.t+B1:B193ime,mouse.clicked_name,,,,
10,1.7405773,target',,,,
10,[1.5038584000431001],[],,,,
10,1.2848507,target',,,,
10,1.485547,target',,,,
10,1.3437161,target',,,,
10,[1.6074111999478191],[],,,,
10,1.1829404,target',,,,
10,[1.1893262998200953],[],,,,
10,0.8397664,target',,,,
10,1.4848702,target',,,,
10,1.4601637,target',,,,
10,1.3210625,target',,,,
10,1.0753057,target',,,,
10,[1.586016400018707],[],,,,
10,1.7658999,target',,,,
10,1.6255081,target',,,,
10,[1.7265271001961082],[],,,,
10,0.8577257,target',,,,
10,1.5592461,target',,,,
10,1.3883649,target',,,,
10,1.5159483,target',,,,
10,1.4439316,target',,,,
10,1.5603966,target',,,,
10,1.2577298,target',,,,
10,1.0273518,target',,,,
10,1.233297,target',,,,
10,1.2014469,target',,,,
10,0.7672142,target',,,,
10,1.4861761,target',,,,
10,1.6156912,target',,,,
10,0.9493313,target',,,,
10,1.4742553,target',,,,
10,1.3613245,target',,,,
10,1.3649031,target',,,,
10,1.4532421,target',,,,
10,[1.0393819001037627],[],,,,
10,1.6704442,target',,,,
10,1.9887949,target',,,,
10,1.238347,target',,,,
10,1.7538412,target',,,,
10,1.3706059,target',,,,
10,1.3242981,target',,,,
10,1.5552754,target',,,,
10,[1.5232401001267135],[],,,,
10,0.8401637,target',,,,
10,[1.9116940000094473],[],,,,
10,1.4247722,target',,,,
10,1.117188,target',,,,
10,1.2370726,target',,,,
